sampleID	FeT_darwin_clim
S0001	7.755153316666666e-4
S0002	8.574507658333333e-4
S0003	9.311333658333334e-4
S0004	9.579356575e-4
S0005	9.892909883333332e-4
S0006	0.0010116462333333333
S0008	7.7144051e-4
S0009	8.65137845e-4
S0010	9.479155216666667e-4
S0011	9.72783555e-4
S0012	9.961797666666666e-4
S0013	0.0010052177583333333
S0015	9.727502466666667e-4
S0016	9.483014849999999e-4
S0017	9.441170616666667e-4
S0018	9.575246741666667e-4
S0019	9.852195416666667e-4
S0020	9.922304333333334e-4
S0021	9.59979525e-4
S0022	9.444171358333333e-4
S0023	9.504681041666667e-4
S0024	9.686304816666667e-4
S0025	9.834468525e-4
S0026	9.893226641666667e-4
S0027	9.864432166666666e-4
S0028	9.564942316666667e-4
S0029	9.449906641666667e-4
S0030	9.513622466666667e-4
S0031	9.830176666666666e-4
S0032	9.969215416666666e-4
S0033	0.0010525050416666667
S0034	0.0010321330666666667
S0035	0.0010061208666666667
S0036	8.61476745e-4
S0037	9.435752758333334e-4
S0039	0.0010485219
S0040	9.558256525e-4
S0041	8.663395133333333e-4
S0042	8.412004391666666e-4
S0043	9.105943591666667e-4
S0044	0.001052506325
S0045	0.001045937625
S0046	0.0010340409916666667
S0047	9.317200408333333e-4
S0048	9.27032535e-4
S0049	0.0010200442166666667
S0050	0.0010079835833333333
S0051	9.867568583333333e-4
S0052	9.774042025e-4
S0053	9.77004475e-4
S0054	9.84031675e-4
S0055	9.99805075e-4
S0057	0.001051874475
S0058	0.0010480128666666667
S0059	0.00104592515
S0060	0.0010230226583333333
S0061	9.897579416666667e-4
S0062	0.0010147995166666667
S0063	0.0010334090083333335
S0064	9.907095583333333e-4
S0065	9.513718866666666e-4
S0066	9.514586791666667e-4
S0067	9.704291333333334e-4
S0068	9.896844916666666e-4
S0069	0.0010046866499999999
S0070	0.0010090339916666666
S0071	0.0010142643416666667
S0072	0.0010519974333333335
S0073	0.0010481385416666667
S0074	0.0010433711333333333
S0075	0.00100344315
S0076	0.00101398025
S0077	0.0010347573916666666
S0078	0.0010417327833333334
S0079	0.0010417327833333334
S0080	0.0010417327833333334
S0081	0.0010417327833333334
S0082	9.933113891666668e-4
S0083	9.741656741666666e-4
S0084	9.694371208333333e-4
S0085	9.624467758333333e-4
S0086	9.780891425e-4
S0087	9.966311666666666e-4
S0088	0.0010074223333333334
S0089	0.0010074223333333334
S0090	0.0010502649
S0091	0.0010431875333333333
S0092	0.0010343423416666667
S0093	9.980240441666668e-4
S0094	9.574313716666666e-4
S0095	9.814641733333334e-4
S0096	0.0010060844333333334
S0097	0.0010267088833333334
S0098	0.001002992505
S0099	9.319521783333333e-4
S0100	9.439531308333333e-4
S0101	0.00102353975
S0102	0.0010358559083333333
S0103	0.0010390446416666667
S0104	0.0010397076916666666
S0105	0.0010488765
S0106	0.001045117775
S0107	0.0010341019666666666
S0108	0.001006152275
S0109	9.56019155e-4
S0110	9.801741816666666e-4
S0111	0.0010042353333333334
S0112	0.0010232998833333332
S0114	9.751633333333333e-4
S0115	9.810860783333332e-4
S0116	9.909345283333334e-4
S0117	0.001003942825
S0118	0.0010127817333333332
S0119	0.001019809375
S0120	0.0010149931083333332
S0122	9.931696883333334e-4
S0123	9.611222091666666e-4
S0124	9.474305808333333e-4
S0125	9.611697733333334e-4
S0126	9.754524308333333e-4
S0127	9.966212166666666e-4
S0128	0.0010029778666666668
S0129	0.001012858
S0130	0.0010024952416666667
S0131	9.815105666666666e-4
S0132	9.629222341666667e-4
S0133	9.530769308333333e-4
S0134	9.629814833333333e-4
S0135	9.699588158333333e-4
S0136	9.9584365e-4
S0137	0.0010106970666666666
S0138	0.0010461172
S0139	0.0010252618666666668
S0140	0.0010126290916666666
S0141	0.00100601215
S0142	0.0010507312333333334
S0143	0.001050210875
S0144	0.0010463161833333334
S0145	0.0010463161833333334
S0147	0.0010522928333333334
S0148	0.0010496563666666666
S0149	0.0010351309333333334
S0150	9.775283e-4
S0151	9.331239066666667e-4
S0152	0.0010523829083333334
S0153	0.0010499160416666666
S0154	0.0010469129666666667
S0155	0.0010296191416666667
S0156	9.184254591666667e-4
S0157	7.787486958333333e-4
S0158	8.706368958333333e-4
S0159	9.513038441666667e-4
S0160	9.800497758333333e-4
S0161	9.983457916666668e-4
S0162	0.0010071295666666666
S0163	0.0010234145775
S0164	9.741656741666666e-4
S0165	9.65446375e-4
S0166	9.685440766666667e-4
S0167	9.88467075e-4
S0168	0.001050582375
S0169	0.001035108225
S0170	0.001031352525
S0171	9.70061785e-4
S0172	9.63094755e-4
S0177	5.307143816666666e-4
S0178	7.1448163e-4
S0179	3.8125845916666664e-4
S0180	5.699227125e-4
S0181	2.9652169833333333e-4
S0182	2.8397926333333334e-4
S0183	3.01085555e-4
S0184	2.7635410083333336e-4
S0185	2.515837591666667e-4
S0186	1.9979089083333333e-4
S0187	3.125960083333333e-4
S0188	2.8978449583333334e-4
S0189	1.7903315166666666e-4
S0190	4.4110197583333336e-4
S0191	6.956072316666666e-4
S0192	6.605267216666667e-4
S0193	3.033769025e-4
S0195	2.848006516666667e-4
S0196	6.943689041666667e-4
S0197	6.909606125e-4
S0198	3.607533016666667e-4
S0199	6.857929691666667e-4
S0200	6.346461808333333e-4
S0201	6.257690091666666e-4
S0202	7.260247408333333e-4
S0203	5.144240991666667e-4
S0204	7.433610275e-4
S0205	8.391298108333333e-4
S0206	6.1179715e-4
S0207	6.348342891666667e-4
S0209	4.975162408333333e-4
S0210	5.518585425e-4
S0211	4.6401502e-4
S0212	6.087050508333334e-4
S0213	7.722394e-4
S0214	4.965104941666667e-4
S0215	6.515067625e-4
S0216	8.411262758333334e-4
S0217	5.03315305e-4
S0218	6.342727958333333e-4
S0219	8.805464975e-4
S0220	5.166489741666667e-4
S0221	5.9519662e-4
S0222	8.9824538e-4
S0223	0.00060112061499999995
S0224	6.5136992e-4
S0225	8.288032375e-4
S0226	6.119836166666667e-4
S0227	6.26507885e-4
S0228	7.675447375e-4
S0229	5.215125391666666e-4
S0231	0.00104993315
S0232	0.0010416452083333333
S0233	0.0010332824416666667
S0234	0.0010493601666666666
S0235	0.0010518051
S0236	0.0010495048916666666
S0237	0.0010525081666666668
S0238	8.765783991666667e-4
S0239	9.167712758333333e-4
S0240	9.616234525e-4
S0241	0.001002260775
S0242	0.001032560875
S0243	0.0010118313333333333
S0244	0.0010280041833333334
S0245	9.714725575e-4
S0246	9.319521783333333e-4
S0247	9.673934158333334e-4
S0248	0.00102353975
S0249	0.0010358559083333333
S0250	0.0010510203166666666
S0252	4.2106167166666665e-5
S0253	2.194329475e-6
S0254	2.3535590858333334e-6
S0255	3.051742925e-6
S0256	5.504833683333333e-6
S0257	1.9289898416666668e-5
S0258	3.3616257916666665e-4
S0259	5.85073815e-4
S0260	5.85073815e-4
S0261	2.0258740533333335e-6
S0262	2.056584001666667e-6
S0263	2.254619925e-4
S0264	2.2570059333333332e-4
S0265	2.1802193000000002e-4
S0266	2.2016037083333334e-4
S0267	2.5516345583333336e-4
S0268	1.5351593066666668e-4
S0269	1.5594702083333333e-4
S0270	1.7433594166666667e-4
S0271	1.9370227416666666e-4
S0272	2.5321273333333335e-4
S0273	1.2852521366666666e-4
S0274	1.3722725316666666e-4
S0275	1.5577097416666667e-4
S0276	1.8578826583333334e-4
S0277	2.616824525e-4
S0278	7.822917091666667e-5
S0279	8.792549308333333e-5
S0280	1.08492048e-4
S0281	1.4249321458333333e-4
S0282	2.286668e-4
S0283	7.135751908333334e-5
S0284	7.469188408333334e-5
S0285	9.540530566666666e-5
S0286	1.8813377e-4
S0287	3.191315508333333e-4
S0288	7.130616208333334e-4
S0289	1.9100748416666667e-4
S0290	1.9700874833333332e-4
S0291	6.382663991666666e-5
S0292	7.454555741666667e-5
S0293	9.630002233333333e-5
S0294	0.0010040217291666666
S0295	9.626927433333334e-4
S0296	9.534288116666667e-4
S0297	9.779843716666667e-4
S0298	9.946920083333333e-4
S0299	6.596322291666666e-4
S0300	5.197474108333334e-4
S0301	4.2013039833333334e-4
S0302	4.026654475e-4
S0303	3.3779711833333334e-4
S0304	2.783367733333333e-4
S0305	2.4843162916666665e-4
S0306	2.6109963416666665e-4
S0307	2.4774085e-4
S0308	2.0969962333333334e-4
S0309	1.3531732016666668e-4
S0310	2.2875526416666668e-4
S0311	5.216181533333333e-5
S0312	6.2146122e-5
S0313	8.330632766666667e-5
S0314	1.2260830241666668e-4
S0315	1.8518829333333335e-4
S0316	3.1313944758333336e-5
S0317	3.2187559525e-5
S0318	3.945735628333333e-5
S0319	9.27831e-5
S0320	2.2688430416666668e-4
S0321	6.999711433333333e-4
S0322	4.0942306433333334e-5
S0323	4.57310285e-5
S0324	5.260968408333333e-5
S0325	1.1716652625000001e-4
S0326	2.5570308833333335e-4
S0331	1.0045124641666667e-5
S0332	2.4617597083333336e-5
S0333	6.73812645e-5
S0334	4.702484191666667e-4
S0335	6.582420599999999e-4
S0336	6.582420599999999e-4
S0337	8.050826321666668e-6
S0338	8.6186749525e-6
S0339	1.1419100708333334e-5
S0340	2.4259777166666666e-5
S0341	1.0039993783333333e-4
S0342	2.4094063808333335e-6
S0343	5.050737958333333e-6
S0344	3.235722466666667e-5
S0345	2.03987953e-6
S0346	2.2338266966666666e-6
S0347	2.864617506666667e-6
S0348	5.000420525e-6
S0349	3.297883666666667e-5
S0350	1.4109035e-6
S0351	1.420640885e-6
S0352	1.9157769691666666e-6
S0353	3.317309525e-6
S0354	2.2897853083333335e-5
S0355	1.3841375425e-6
S0356	1.5094434233333333e-6
S0357	1.916295055e-6
S0358	3.2228492083333334e-6
S0359	1.1505698708333333e-5
S0360	2.8462786e-4
S0361	5.224823283333333e-4
S0362	5.224823283333333e-4
S0363	1.1518765425e-6
S0365	5.4492212e-5
S0366	1.709758625e-4
S0367	1.4868404875e-5
S0368	1.600935119166667e-5
S0369	2.16082004e-5
S0370	4.4541638166666666e-5
S0371	1.51974505e-4
S0372	1.0744097575e-5
S0373	1.0900169975e-5
S0374	1.2675909441666666e-5
S0375	3.1572083166666664e-5
S0376	1.2152910858333333e-4
S0377	8.581663916666667e-6
S0378	8.671424383333334e-6
S0379	6.551451271666667e-6
S0380	7.061214286666666e-6
S0381	7.834575766666666e-6
S0382	1.8997948e-5
S0383	8.520393958333333e-5
S0384	5.932331656666667e-6
S0385	6.0704101800000004e-6
S0386	8.354193908333333e-6
S0387	1.6865538666666667e-5
S0388	7.868988433333333e-5
S0389	3.6978382741666666e-6
S0390	3.7499373875e-6
S0391	4.378085695e-6
S0392	9.59454625e-6
S0393	3.102957066666667e-5
S0394	4.08529973e-6
S0395	4.4539140641666665e-6
S0396	4.917743694166666e-6
S0397	1.08319227e-5
S0398	5.820031675e-5
S0399	2.81014978e-6
S0400	3.0189738041666665e-6
S0401	3.344670896666667e-6
S0402	7.159687141666667e-6
S0403	1.5317200591666666e-6
S0404	2.565190716666667e-6
S0405	1.7694571833333333e-5
S0406	9.774137925e-7
S0407	9.6550666e-7
S0408	1.26811286e-6
S0409	2.0194314125000003e-6
S0410	1.3172563416666666e-5
S0411	9.309328291666667e-7
S0412	9.20419205e-7
S0413	1.0527774066666667e-6
S0414	1.8802597075e-6
S0415	9.098882175e-5
S0416	9.470337425e-5
S0417	1.2758984566666666e-4
S0418	1.7598556583333334e-4
S0419	2.4065898416666666e-4
S0420	9.601450441666667e-5
S0421	1.0013004975e-4
S0422	1.4358280716666666e-4
S0423	2.1276367916666668e-4
S0424	2.9239256583333336e-4
S0425	7.043424383333333e-4
S0426	2.8121916308333335e-5
S0427	3.130716619166667e-5
S0428	4.4097277333333336e-5
S0429	8.43616915e-5
S0430	2.1564951583333334e-4
S0431	2.3698113491666666e-5
S0432	2.6108155641666667e-5
S0433	3.6429167208333333e-5
S0434	7.136862366666666e-5
S0435	1.9773871416666665e-4
S0436	5.308816158333333e-4
S0437	6.858934783333334e-4
S0438	6.858934783333334e-4
S0439	2.1719379483333334e-5
S0440	2.3806939183333333e-5
S0441	3.303195745833333e-5
S0442	6.543179383333333e-5
S0443	1.8889729666666667e-4
S0444	1.811765125e-5
S0445	1.8536078025e-5
S0446	2.208503635e-5
S0447	6.252630125e-4
S0448	6.244143941666666e-4
S0449	6.206718233333333e-4
S0450	6.10243235e-4
S0451	6.007847425e-4
S0452	6.059698183333333e-4
S0453	5.955549558333334e-4
S0454	5.946423333333333e-4
S0455	5.6833209e-4
S0456	5.540308266666667e-4
S0457	5.639126633333333e-4
S0458	6.032290283333333e-4
S0459	5.447327208333334e-4
S0460	5.416904083333333e-4
S0461	5.135964941666666e-4
S0462	5.135964941666666e-4
S0463	5.005337316666667e-4
S0464	5.319752750000001e-4
S0465	1.8766790875e-4
S0466	1.9101031916666668e-4
S0467	2.1049795166666667e-4
S0468	2.3175067916666667e-4
S0469	2.5806906583333334e-4
S0470	3.4547405083333333e-4
S0471	3.2565108e-4
S0472	3.3041687666666666e-4
S0473	3.8917134416666663e-4
S0474	4.2200379666666667e-4
S0475	4.746206791666667e-4
S0476	5.1170097e-4
S0477	3.614014633333333e-4
S0478	3.655164316666667e-4
S0479	4.3406438583333334e-4
S0480	4.7019146166666666e-4
S0481	5.014992383333333e-4
S0482	5.694561816666667e-4
S0483	6.161745725e-4
S0484	6.156481558333333e-4
S0485	6.009152641666667e-4
S0486	5.753289491666667e-4
S0487	5.8530013e-4
S0488	6.63757215e-4
S0489	5.447327208333334e-4
S0490	5.416904083333333e-4
S0491	5.272212158333333e-4
S0492	5.0034308e-4
S0493	5.005337316666667e-4
S0494	5.319752750000001e-4
S0495	2.2311769341666667e-4
S0496	2.2854074283333334e-4
S0497	2.957222366666667e-4
S0498	3.5798624e-4
S0499	4.015221808333333e-4
S0500	4.366652041666667e-4
tara_S0001	9.76957155e-4
tara_S0002	9.76957155e-4
tara_S0003	0.0010149847833333333
tara_S0004	0.0010149847833333333
tara_S0005	0.0010490404083333333
tara_S0006	0.0010490404083333333
tara_S0007	0.0010525514833333333
tara_S0008	0.0010525514833333333
tara_S0009	0.001052019125
tara_S0010	0.001052019125
tara_S0011	0.001052625575
tara_S0012	0.001052625575
tara_S0013	0.0010517227583333334
tara_S0014	0.0010517227583333334
tara_S0015	0.00105261925
tara_S0016	0.00105261925
tara_S0017	0.001051602125
tara_S0018	0.001051602125
tara_S0019	0.001051602125
tara_S0020	0.001051602125
tara_S0021	0.001052594675
tara_S0022	0.001052594675
tara_S0023	0.0010529120916666667
tara_S0024	0.0010529120916666667
tara_S0025	0.0010359676916666667
tara_S0026	0.0010359676916666667
tara_S0027	0.00105339565
tara_S0028	0.00105339565
tara_S0029	0.00105339565
tara_S0030	0.0010536532416666666
tara_S0031	0.0010536532416666666
tara_S0032	0.0010045727866666667
tara_S0033	0.0010045727866666667
tara_S0034	0.00105290425
tara_S0035	0.00105290425
tara_S0036	0.0010134035925
tara_S0037	0.0010134035925
tara_S0038	0.0010139626183333333
tara_S0039	0.0010139626183333333
tara_S0040	0.0010182758308333332
tara_S0041	0.0010182758308333332
tara_S0042	0.001019850775
tara_S0043	0.001019850775
tara_S0044	0.0010323167666666667
tara_S0045	0.0010323167666666667
tara_S0046	0.0010494642583333334
tara_S0047	0.0010494642583333334
tara_S0048	9.809352916666668e-4
tara_S0049	9.809352916666668e-4
tara_S0050	0.0010337802999999999
tara_S0051	0.0010337802999999999
tara_S0052	7.235758841666667e-4
tara_S0053	7.235758841666667e-4
tara_S0054	9.548536966666667e-4
tara_S0055	9.548536966666667e-4
tara_S0056	8.174456925e-4
tara_S0057	8.174456925e-4
tara_S0058	6.721923583333333e-4
tara_S0059	6.721923583333333e-4
tara_S0060	6.050679791666666e-4
tara_S0061	6.050679791666666e-4
tara_S0062	6.247921975e-4
tara_S0063	6.247921975e-4
tara_S0064	7.821738016666667e-4
tara_S0065	8.4062976e-4
tara_S0066	6.404894891666666e-4
tara_S0067	7.819186416666667e-4
tara_S0068	6.982110525e-4
tara_S0069	6.982110525e-4
tara_S0070	6.982110525e-4
tara_S0071	7.604902316666667e-4
tara_S0072	7.604902316666667e-4
tara_S0073	7.604902316666667e-4
tara_S0074	7.202276e-4
tara_S0075	7.202276e-4
tara_S0076	7.202276e-4
tara_S0077	7.302828116666667e-4
tara_S0078	7.302828116666667e-4
tara_S0079	6.319607025e-4
tara_S0080	6.319607025e-4
tara_S0081	6.293963758333334e-4
tara_S0082	6.293963758333334e-4
tara_S0083	6.293963758333334e-4
tara_S0084	5.234625216666667e-4
tara_S0085	5.234625216666667e-4
tara_S0086	3.39391035e-4
tara_S0087	3.39391035e-4
tara_S0088	3.39391035e-4
tara_S0089	3.528421508333333e-4
tara_S0090	3.528421508333333e-4
tara_S0091	3.528421508333333e-4
tara_S0092	2.0622375833333334e-4
tara_S0093	2.0622375833333334e-4
tara_S0094	5.316027683333333e-4
tara_S0095	5.316027683333333e-4
tara_S0096	6.317828391666667e-4
tara_S0097	6.317828391666667e-4
tara_S0098	1.992512875e-4
tara_S0099	1.992512875e-4
tara_S0100	4.1256169e-4
tara_S0101	4.1256169e-4
tara_S0102	4.3696051666666666e-4
tara_S0103	4.3696051666666666e-4
tara_S0104	4.619657433333333e-4
tara_S0105	4.619657433333333e-4
tara_S0106	5.012748191666667e-4
tara_S0107	5.012748191666667e-4
tara_S0108	4.5512344e-4
tara_S0109	4.5512344e-4
tara_S0110	5.942407683333334e-4
tara_S0111	5.942407683333334e-4
tara_S0112	8.701484825e-4
tara_S0113	8.701484825e-4
tara_S0114	7.606281783333333e-4
tara_S0115	7.606281783333333e-4
tara_S0116	9.721509166666666e-5
tara_S0117	4.0243998291666665e-5
tara_S0118	2.060225675e-7
tara_S0119	1.3399684541666668e-7
tara_S0120	5.032925258333334e-7
tara_S0121	5.032925258333334e-7
tara_S0122	1.3545025166666667e-7
tara_S0123	1.3545025166666667e-7
tara_S0124	1.3377058166666668e-7
tara_S0125	2.3266887833333335e-6
tara_S0126	2.3266887833333335e-6
tara_S0127	5.367479766666667e-4
tara_S0128	5.367479766666667e-4
tara_S0129	5.367479766666667e-4
tara_S0130	1.7355729083333334e-6
tara_S0131	1.7355729083333334e-6
tara_S0132	1.7355729083333334e-6
tara_S0133	3.8956827833333334e-4
tara_S0134	3.8956827833333334e-4
tara_S0135	3.8956827833333334e-4
tara_S0136	2.1210834e-4
tara_S0137	2.1210834e-4
tara_S0138	3.871475683333333e-4
tara_S0139	3.871475683333333e-4
tara_S0140	3.871475683333333e-4
tara_S0141	3.4482603e-4
tara_S0142	3.4482603e-4
tara_S0143	5.880878416666666e-4
tara_S0144	2.961083633333333e-4
tara_S0145	5.499229966666666e-7
tara_S0146	4.109619316666667e-7
tara_S0147	4.254728691666667e-7
tara_S0148	1.83577265e-7
tara_S0149	9.400364541666667e-6
tara_S0150	1.5431059466666667e-6
tara_S0151	2.84558755e-5
tara_S0152	2.84558755e-5
tara_S0153	2.84558755e-5
tara_S0154	2.84558755e-5
tara_S0155	1.4666555841666665e-6
tara_S0156	8.741911475e-6
tara_S0157	8.741911475e-6
tara_S0158	8.741911475e-6
tara_S0159	8.741911475e-6
tara_S0160	1.2591452741666667e-6
tara_S0161	1.2591452741666667e-6
tara_S0162	1.2591452741666667e-6
tara_S0163	1.2591452741666667e-6
tara_S0164	1.6027505583333334e-5
tara_S0165	1.2854815641666667e-6
tara_S0166	1.2854815641666667e-6
tara_S0167	1.2854815641666667e-6
tara_S0168	1.2854815641666667e-6
tara_S0169	2.12572888e-5
tara_S0170	1.0719723516666667e-5
tara_S0171	3.1637661e-4
tara_S0172	1.8591115333333334e-4
tara_S0173	9.672541325e-5
tara_S0174	6.310525258333333e-5
tara_S0175	3.496676845e-5
tara_S0176	3.496676845e-5
tara_S0177	3.496676845e-5
tara_S0178	3.496676845e-5
tara_S0179	7.289356641666667e-5
tara_S0180	2.140346925e-4
tara_S0181	1.5197422341666666e-4
tara_S0182	9.138381916666666e-4
tara_S0183	0.001052566575
tara_S0184	9.334065158333333e-4
tara_S0185	0.0010468752416666668
tara_S0186	9.8561284e-4
tara_S0187	0.0010335088916666668
tara_S0188	0.001002046675
tara_S0189	0.0010234145775
tara_S0190	9.877996333333334e-4
tara_S0191	8.411391833333333e-4
tara_S0192	8.4739907e-4
tara_S0193	8.692979225e-4
tara_S0194	8.55370335e-4
tara_S0195	8.963133275e-4
tara_S0196	6.858578866666667e-4
tara_S0197	0.0010460364416666668
tara_S0198	0.0010431426833333334
tara_S0199	0.0010431426833333334
tara_S0200	7.175212641666667e-4
tara_S0201	6.120068958333333e-4
tara_S0202	6.120068958333333e-4
tara_S0203	7.169666116666666e-4
tara_S0204	7.169666116666666e-4
tara_S0205	6.807786158333334e-4
tara_S0206	6.807786158333334e-4
tara_S0207	9.287523e-4
tara_S0208	9.287523e-4
tara_S0209	9.581938208333334e-4
tara_S0210	9.581938208333334e-4
tara_S0211	6.0951331e-4
tara_S0212	6.0951331e-4
tara_S0213	7.092753541666667e-4
tara_S0214	7.092753541666667e-4
tara_S0215	9.730302875e-4
tara_S0216	9.730302875e-4
tara_S0217	1.6128775833333333e-4
tara_S0218	1.6128775833333333e-4
tara_S0219	0.0010418870416666667
tara_S0220	0.0010418870416666667
tara_S0221	0.0010418870416666667
tara_S0222	0.0010484466166666667
tara_S0223	0.0010484466166666667
tara_S0224	0.0010488356333333334
tara_S0225	6.119543666666667e-4
tara_S0226	1.4288938833333334e-4
tara_S0227	6.829780483333333e-4
tara_S0228	6.829780483333333e-4
tara_S0229	6.829780483333333e-4
tara_S0230	6.829780483333333e-4
tara_S0231	7.41257595e-4
tara_S0232	9.945146083333333e-4
tara_S0233	0.0010187671166666666
tara_S0234	0.0010187671166666666
tara_S0235	0.0010187671166666666
tara_S0236	0.0010187671166666666
tara_S0237	0.00103596635
tara_S0238	0.00103596635
tara_S0239	0.00103596635
tara_S0240	0.00103596635
tara_S0241	0.00101466615
tara_S0242	0.0010154592833333334
tara_S0243	0.0010002998333333334
tara_S0244	0.0010122065583333334
tara_S0245	9.958596083333333e-4
